Time,Value,Unit,Property,time,t2m,sro,e,tp,swvl1
2023-07-11 02:00:00,20,cm,Daily mean water level,2023-07-11,292.5525,7.658641e-05,-0.0041521974,0.0074712783,0.34376955
2023-07-12 02:00:00,23,cm,Daily mean water level,2023-07-12,289.52246,0.0009184694,-0.0038529602,0.019800223,0.41003072
2023-07-13 02:00:00,24,cm,Daily mean water level,2023-07-13,288.31006,2.501345e-06,-0.0034432595,0.00032175332,0.43652558
2023-07-14 02:00:00,20,cm,Daily mean water level,2023-07-14,291.31494,0.0,-0.004192546,8.5830686e-07,0.41049397
2023-07-15 02:00:00,20,cm,Daily mean water level,2023-07-15,291.80176,2.2077656e-05,-0.0046122484,0.002221495,0.38436574
2023-07-16 02:00:00,25,cm,Daily mean water level,2023-07-16,291.16504,2.1802989e-05,-0.0035673399,0.002827287,0.38356596
2023-07-17 02:00:00,24,cm,Daily mean water level,2023-07-17,290.82983,1.2620302e-05,-0.0036989267,0.0012989964,0.38899344
2023-07-18 02:00:00,21,cm,Daily mean water level,2023-07-18,290.20557,2.2242966e-05,-0.0033755596,0.0023143773,0.3812794
2023-07-19 02:00:00,20,cm,Daily mean water level,2023-07-19,289.8689,1.2115705e-05,-0.0039878674,0.0017111208,0.38834387
2023-07-20 02:00:00,19,cm,Daily mean water level,2023-07-20,289.35815,4.852294e-07,-0.0037569623,7.076528e-05,0.38122052
2023-07-21 02:00:00,19,cm,Daily mean water level,2023-07-21,286.4253,4.3573134e-05,-0.0031945657,0.00479383,0.3597861
2023-07-22 02:00:00,19,cm,Daily mean water level,2023-07-22,287.81592,1.0123476e-06,-0.0033311637,0.00014448064,0.39700955
2023-07-23 02:00:00,18,cm,Daily mean water level,2023-07-23,289.89404,6.294897e-08,-0.0036267878,8.391307e-06,0.37454253
2023-07-24 02:00:00,21,cm,Daily mean water level,2023-07-24,287.69507,5.0418268e-05,-0.002281415,0.0062187016,0.3528828
2023-07-25 02:00:00,21,cm,Daily mean water level,2023-07-25,284.0608,0.000113497474,-0.0035641715,0.01175499,0.40307987
2023-07-26 02:00:00,21,cm,Daily mean water level,2023-07-26,283.99268,1.1943962e-05,-0.0031630802,0.0015636235,0.47214568
2023-07-27 02:00:00,20,cm,Daily mean water level,2023-07-27,288.61743,1.8323171e-06,-0.002265869,0.00023840905,0.43518603
2023-07-28 02:00:00,20,cm,Daily mean water level,2023-07-28,288.44458,2.5934802e-05,-0.0024298877,0.0027382623,0.4135099
2023-07-29 02:00:00,19,cm,Daily mean water level,2023-07-29,288.43433,4.7646594e-05,-0.0032443467,0.004645169,0.42045254
2023-07-30 02:00:00,19,cm,Daily mean water level,2023-07-30,285.92236,4.2322454e-06,-0.0034239313,0.00050695194,0.44261914
2023-07-31 02:00:00,19,cm,Daily mean water level,2023-07-31,289.50415,1.4626387e-05,-0.003585866,0.0017016048,0.41403872
2023-08-01 02:00:00,19,cm,Daily mean water level,2023-08-01,286.4204,9.627303e-05,-0.003551664,0.00967513,0.40605432
2023-08-02 02:00:00,24,cm,Daily mean water level,2023-08-02,288.08057,7.383009e-05,-0.0035835572,0.0065833293,0.45310718
2023-08-03 02:00:00,25,cm,Daily mean water level,2023-08-03,285.75244,3.1432955e-06,-0.003594829,0.00038879993,0.4637655
2023-08-04 02:00:00,23,cm,Daily mean water level,2023-08-04,285.97705,3.281732e-05,-0.0026299604,0.0035040188,0.42933536
2023-08-05 02:00:00,22,cm,Daily mean water level,2023-08-05,285.71777,2.950542e-05,-0.0032749888,0.0036113334,0.4408425
2023-08-06 02:00:00,23,cm,Daily mean water level,2023-08-06,282.3391,6.480132e-05,-0.0027954124,0.006548848,0.4466921
2023-08-07 02:00:00,29,cm,Daily mean water level,2023-08-07,283.38818,9.024948e-06,-0.0029940482,0.001086266,0.46375746
2023-08-08 02:00:00,24,cm,Daily mean water level,2023-08-08,286.16187,2.8905566e-07,-0.0028607345,3.353732e-05,0.44007963
2023-08-09 02:00:00,22,cm,Daily mean water level,2023-08-09,285.83398,3.1811487e-06,-0.00160829,0.0003926265,0.41818267
2023-08-10 02:00:00,32,cm,Daily mean water level,2023-08-10,287.63135,2.9802322e-08,-0.0034299903,3.1950776e-06,0.4107141
2023-08-11 02:00:00,42,cm,Daily mean water level,2023-08-11,293.29443,0.0,-0.0037600189,4.4107435e-07,0.39186984
2023-08-12 02:00:00,35,cm,Daily mean water level,2023-08-12,290.6587,4.1567168e-05,-0.0030549888,0.0042139105,0.3731572
2023-08-13 02:00:00,31,cm,Daily mean water level,2023-08-13,292.1294,2.7458373e-05,-0.002862492,0.0029463328,0.4044357
2023-08-14 02:00:00,29,cm,Daily mean water level,2023-08-14,293.8811,1.83722e-05,-0.0030856342,0.0017894772,0.4116488
2023-08-15 02:00:00,36,cm,Daily mean water level,2023-08-15,291.17065,6.3421425e-07,-0.0035304409,7.94714e-05,0.40784067
2023-08-16 02:00:00,25,cm,Daily mean water level,2023-08-16,290.4485,1.0970691e-05,-0.0035103557,0.001230231,0.38438112
2023-08-17 02:00:00,33,cm,Daily mean water level,2023-08-17,290.66187,5.8202186e-06,-0.0029634745,0.00076939515,0.37739187
2023-08-18 02:00:00,34,cm,Daily mean water level,2023-08-18,293.07397,3.4881782e-09,-0.0035716724,4.344489e-07,0.36887383
2023-08-19 02:00:00,28,cm,Daily mean water level,2023-08-19,294.02515,1.0142679e-07,-0.0034313744,1.3337625e-05,0.35079938
2023-08-20 02:00:00,23,cm,Daily mean water level,2023-08-20,295.07104,2.3827206e-06,-0.0033729915,0.00031525013,0.3346038
2023-08-21 02:00:00,22,cm,Daily mean water level,2023-08-21,294.708,2.5220043e-06,-0.0031418575,0.00039120158,0.32322186
2023-08-22 02:00:00,20,cm,Daily mean water level,2023-08-22,294.65747,3.1115331e-07,-0.003237882,4.8728223e-05,0.31430012
2023-08-23 02:00:00,19,cm,Daily mean water level,2023-08-23,293.7102,1.1956208e-06,-0.0030882214,0.0001927079,0.30223465
2023-08-24 02:00:00,19,cm,Daily mean water level,2023-08-24,294.2412,3.3636068e-05,-0.0030760414,0.0037380678,0.29329658
2023-08-25 02:00:00,27,cm,Daily mean water level,2023-08-25,291.52002,7.405107e-05,-0.0023307241,0.0077085793,0.32811642
2023-08-26 02:00:00,35,cm,Daily mean water level,2023-08-26,288.16113,0.00016866015,-0.0017948349,0.014023494,0.40621305
2023-08-27 02:00:00,32,cm,Daily mean water level,2023-08-27,285.71802,0.00032194168,-0.0015731896,0.01520269,0.44476056
2023-08-28 02:00:00,31,cm,Daily mean water level,2023-08-28,283.3479,0.00030260184,-0.0019204626,0.018212397,0.4717363
2023-08-29 02:00:00,49,cm,Daily mean water level,2023-08-29,283.0188,0.00014445178,-0.0016043945,0.009838834,0.50663453
2023-08-30 02:00:00,49,cm,Daily mean water level,2023-08-30,284.77026,1.931106e-05,-0.0025195926,0.001787412,0.4848593
2023-08-31 02:00:00,43,cm,Daily mean water level,2023-08-31,286.20557,3.101473e-05,-0.0021532548,0.0025214013,0.47701705
2023-09-01 02:00:00,39,cm,Daily mean water level,2023-09-01,287.81152,1.9765357e-05,-0.0032783053,0.0015779042,0.47825164
2023-09-02 02:00:00,42,cm,Daily mean water level,2023-09-02,287.92896,7.5109955e-07,-0.0028700824,7.771855e-05,0.46196496
2023-09-03 02:00:00,37,cm,Daily mean water level,2023-09-03,288.49902,3.946223e-07,-0.0028138175,4.2103842e-05,0.4451067
2023-09-04 02:00:00,27,cm,Daily mean water level,2023-09-04,289.32764,1.4901161e-08,-0.0036533247,2.1427868e-06,0.43130797
2023-09-05 02:00:00,23,cm,Daily mean water level,2023-09-05,286.8723,0.0,-0.003456676,0.0,0.41353345
2023-09-06 02:00:00,22,cm,Daily mean water level,2023-09-06,287.82495,0.0,-0.00299423,0.0,0.39921212
2023-09-07 02:00:00,22,cm,Daily mean water level,2023-09-07,289.15283,3.4881782e-09,-0.002827552,8.523463e-07,0.38841367
2023-09-08 02:00:00,21,cm,Daily mean water level,2023-09-08,291.19336,0.0,-0.0028697592,0.0,0.37892044
2023-09-09 02:00:00,21,cm,Daily mean water level,2023-09-09,291.2019,8.067752e-08,-0.0026024994,1.0712819e-05,0.36934268
2023-09-10 02:00:00,22,cm,Daily mean water level,2023-09-10,293.23608,1.3283835e-07,-0.0026649996,1.7695536e-05,0.36119574
2023-09-11 02:00:00,20,cm,Daily mean water level,2023-09-11,293.37207,0.0,-0.0028196885,4.351138e-07,0.35268617
2023-09-12 02:00:00,20,cm,Daily mean water level,2023-09-12,290.63867,3.4757968e-06,-0.0022892216,0.0004413696,0.34335423
2023-09-13 02:00:00,20,cm,Daily mean water level,2023-09-13,288.82422,3.579246e-05,-0.0017220529,0.0039341263,0.34041148
2023-09-14 02:00:00,20,cm,Daily mean water level,2023-09-14,286.5547,1.9769766e-07,-0.0023207953,2.6780428e-05,0.3764798
2023-09-15 02:00:00,19,cm,Daily mean water level,2023-09-15,287.1194,1.9569751e-07,-0.0016919083,2.5287634e-05,0.36584604
2023-09-16 02:00:00,19,cm,Daily mean water level,2023-09-16,288.31543,1.1298862e-06,-0.0022638927,0.00014708402,0.35816038
2023-09-17 02:00:00,19,cm,Daily mean water level,2023-09-17,292.06348,1.1518176e-07,-0.0021858998,1.6144433e-05,0.34957844
2023-09-18 02:00:00,19,cm,Daily mean water level,2023-09-18,288.28467,7.191971e-05,-0.0012676935,0.00680374,0.34070444
2023-09-19 02:00:00,19,cm,Daily mean water level,2023-09-19,284.80225,2.0338402e-06,-0.0019317884,0.00026527676,0.4145277
2023-09-20 02:00:00,19,cm,Daily mean water level,2023-09-20,288.70288,0.0,-0.002160396,0.0,0.3987463
2023-09-21 02:00:00,19,cm,Daily mean water level,2023-09-21,285.34204,0.00015846963,-0.002285943,0.013135139,0.38360447
2023-09-22 02:00:00,22,cm,Daily mean water level,2023-09-22,282.8584,0.00014354869,-0.0017509812,0.010987539,0.5046946
2023-09-23 02:00:00,21,cm,Daily mean water level,2023-09-23,281.8103,6.510706e-06,-0.0016657123,0.00072151935,0.4737929
2023-09-24 02:00:00,21,cm,Daily mean water level,2023-09-24,281.906,5.4615093e-08,-0.0019253083,6.1902583e-06,0.45437485
2023-09-25 02:00:00,20,cm,Daily mean water level,2023-09-25,283.00073,0.0,-0.0020087298,8.641524e-07,0.43728197
2023-09-26 02:00:00,19,cm,Daily mean water level,2023-09-26,286.05786,0.0,-0.0019320068,4.261732e-07,0.42482144
2023-09-27 02:00:00,19,cm,Daily mean water level,2023-09-27,285.8877,1.4901161e-08,-0.0019733638,1.4941297e-06,0.41481304
2023-09-28 02:00:00,18,cm,Daily mean water level,2023-09-28,289.06104,0.0,-0.0020734365,0.0,0.4054584
2023-09-29 02:00:00,18,cm,Daily mean water level,2023-09-29,286.0249,2.3074546e-07,-0.0020014923,2.9854724e-05,0.39636225
2023-09-30 02:00:00,18,cm,Daily mean water level,2023-09-30,283.8562,1.1198072e-06,-0.0013022369,0.00014182493,0.3876927
2023-10-01 02:00:00,19,cm,Daily mean water level,2023-10-01,287.37695,0.0,-0.0017991904,4.4107435e-07,0.38455534
2023-10-02 02:00:00,18,cm,Daily mean water level,2023-10-02,286.6543,0.0,-0.0018192602,8.6404214e-08,0.37767464
2023-10-03 02:00:00,18,cm,Daily mean water level,2023-10-03,284.4231,3.3622964e-06,-0.0019682427,0.00041131862,0.37076652
2023-10-04 02:00:00,18,cm,Daily mean water level,2023-10-04,281.24536,0.0,-0.0015249492,0.0,0.36658216
2023-10-05 02:00:00,18,cm,Daily mean water level,2023-10-05,280.41626,1.4901161e-08,-0.0013054961,1.7106531e-06,0.36124212
2023-10-06 02:00:00,18,cm,Daily mean water level,2023-10-06,282.01465,0.0,-0.0014355271,6.579434e-07,0.3568836
2023-10-07 02:00:00,18,cm,Daily mean water level,2023-10-07,283.64575,0.0,-0.0016202596,0.0,0.35210007
2023-10-08 02:00:00,18,cm,Daily mean water level,2023-10-08,285.5835,0.0,-0.0016162673,8.58435e-07,0.34608942
2023-10-09 02:00:00,18,cm,Daily mean water level,2023-10-09,285.55273,0.0,-0.0015290501,8.523463e-07,0.34053856
2023-10-10 02:00:00,18,cm,Daily mean water level,2023-10-10,287.61523,1.4901161e-08,-0.0013201267,1.7288121e-06,0.33528477
2023-10-11 02:00:00,18,cm,Daily mean water level,2023-10-11,286.40063,0.0,-0.0014568635,0.0,0.33140457
2023-10-12 02:00:00,17,cm,Daily mean water level,2023-10-12,287.50488,0.0,-0.0014583913,8.523463e-07,0.32671458
2023-10-13 02:00:00,17,cm,Daily mean water level,2023-10-13,289.6848,1.4901161e-08,-0.0017610514,1.7291204e-06,0.3215403
2023-10-14 02:00:00,18,cm,Daily mean water level,2023-10-14,279.64478,9.6952004e-05,-0.0016618886,0.009607792,0.31490195
2023-10-15 02:00:00,18,cm,Daily mean water level,2023-10-15,276.19458,1.7484432e-05,-0.0013444978,0.0020423245,0.4174924
2023-10-16 02:00:00,18,cm,Daily mean water level,2023-10-16,275.88525,0.0,-0.0011824814,8.60648e-07,0.41656023
2023-10-17 02:00:00,18,cm,Daily mean water level,2023-10-17,277.8235,1.4901161e-08,-0.00091238273,1.7225739e-06,0.4013
2023-10-18 02:00:00,18,cm,Daily mean water level,2023-10-18,282.59204,1.1931669e-05,-0.0006768319,0.0014225575,0.3922732
2023-10-19 02:00:00,18,cm,Daily mean water level,2023-10-19,284.65308,5.8997466e-05,-0.00078653684,0.005274061,0.39962304
2023-10-20 02:00:00,18,cm,Daily mean water level,2023-10-20,282.43896,3.0342751e-05,-0.0012250443,0.0032391276,0.44260627
2023-10-21 02:00:00,18,cm,Daily mean water level,2023-10-21,280.03467,3.491415e-05,-0.0009928686,0.0033201012,0.44506252
2023-10-22 02:00:00,18,cm,Daily mean water level,2023-10-22,279.67358,0.0,-0.0012730879,0.0,0.45510018
2023-10-23 02:00:00,18,cm,Daily mean water level,2023-10-23,282.93823,1.3178651e-06,-0.0005025426,0.00015740478,0.43320972
2023-10-24 02:00:00,19,cm,Daily mean water level,2023-10-24,280.79517,0.000106753054,-0.00023726818,0.008095343,0.4245417
2023-10-25 02:00:00,21,cm,Daily mean water level,2023-10-25,281.95825,7.618523e-05,-0.001686943,0.0060841925,0.46838892
2023-10-26 02:00:00,35,cm,Daily mean water level,2023-10-26,281.60254,0.00034447177,-0.0008627386,0.013790499,0.47958177
2023-10-27 02:00:00,51,cm,Daily mean water level,2023-10-27,280.06226,0.00010599963,-0.0015187159,0.0066069327,0.4442926
2023-10-28 02:00:00,41,cm,Daily mean water level,2023-10-28,280.46167,5.56117e-06,-0.0012630809,0.0005316995,0.48957616
2023-10-29 02:00:00,37,cm,Daily mean water level,2023-10-29,283.07324,1.3926629e-06,-0.00074975425,0.00013160538,0.47448617
2023-10-30 01:00:00,34,cm,Daily mean water level,2023-10-30,281.44434,0.00067147217,-0.0008561346,0.010644451,0.46539992
2023-10-31 01:00:00,34,cm,Daily mean water level,2023-10-31,279.71313,6.132631e-05,-0.001237859,0.004149869,0.48351008
2023-11-01 01:00:00,35,cm,Daily mean water level,2023-11-01,277.92725,1.6784234e-06,-0.0008736383,0.00015371927,0.49303854
2023-11-02 01:00:00,36,cm,Daily mean water level,2023-11-02,275.57422,0.0001404209,-0.00072165485,0.008329298,0.47722507
2023-11-03 01:00:00,39,cm,Daily mean water level,2023-11-03,275.5188,5.1822553e-06,-0.00061361794,0.00043633976,0.49314463
2023-11-04 01:00:00,34,cm,Daily mean water level,2023-11-04,279.19287,6.82329e-05,-0.0011463158,0.004292313,0.48082912
2023-11-05 01:00:00,35,cm,Daily mean water level,2023-11-05,279.45093,9.316427e-05,-0.0020639831,0.0062045716,0.49400884
2023-11-06 01:00:00,37,cm,Daily mean water level,2023-11-06,277.63428,2.361105e-05,-0.0010913503,0.0018644014,0.49309903
2023-11-07 01:00:00,35,cm,Daily mean water level,2023-11-07,275.54126,1.3107715e-05,-0.0007833699,0.0010578528,0.48496413
2023-11-08 01:00:00,42,cm,Daily mean water level,2023-11-08,275.47998,1.2699024e-07,-0.00078744534,1.10702185e-05,0.47863925
2023-11-09 01:00:00,42,cm,Daily mean water level,2023-11-09,277.4143,3.2543743e-05,-0.000788481,0.0024012162,0.46840864
2023-11-10 01:00:00,43,cm,Daily mean water level,2023-11-10,275.7793,0.00024125139,-0.0010038279,0.008955106,0.47900462
2023-11-11 01:00:00,44,cm,Daily mean water level,2023-11-11,273.3452,3.683337e-05,-0.0011135277,0.0022430152,0.5047178
2023-11-12 01:00:00,42,cm,Daily mean water level,2023-11-12,280.9087,0.00030897884,-0.00023374817,0.012730148,0.4851693
2023-11-13 01:00:00,89,cm,Daily mean water level,2023-11-13,284.7329,0.00043069944,-0.0017867645,0.011218086,0.5014025
2023-11-14 01:00:00,218,cm,Daily mean water level,2023-11-14,280.2422,0.0010253494,-0.0013703934,0.012951624,0.48101163
2023-11-15 01:00:00,306,cm,Daily mean water level,2023-11-15,277.35693,2.1915475e-05,-0.000941321,0.0014172955,0.42958635
2023-11-16 01:00:00,246,cm,Daily mean water level,2023-11-16,279.6277,0.0021075404,-0.0007502276,0.021490134,0.4555691
2023-11-17 01:00:00,254,cm,Daily mean water level,2023-11-17,275.81787,0.00021987225,-0.0006586178,0.0089342445,0.42524046
2023-11-18 01:00:00,268,cm,Daily mean water level,2023-11-18,280.80396,0.000104549195,-0.00078015286,0.004216466,0.4964664
2023-11-19 01:00:00,228,cm,Daily mean water level,2023-11-19,281.98047,7.929107e-05,-0.0010976386,0.0030848247,0.51117384
2023-11-20 01:00:00,216,cm,Daily mean water level,2023-11-20,278.07324,9.376968e-06,-0.0008035223,0.00054252846,0.49164402
2023-11-21 01:00:00,192,cm,Daily mean water level,2023-11-21,277.41968,0.00013638874,-0.000684215,0.005673237,0.48309827
2023-11-22 01:00:00,173,cm,Daily mean water level,2023-11-22,273.25024,1.2963066e-05,-0.0006648174,0.0006714221,0.4989453
2023-11-23 01:00:00,157,cm,Daily mean water level,2023-11-23,275.69214,1.3536182e-06,-0.0004769056,4.4533546e-05,0.4848951
2023-11-24 01:00:00,150,cm,Daily mean water level,2023-11-24,272.239,5.5249402e-05,-0.00097509613,0.003925439,0.47797334
2023-11-25 01:00:00,147,cm,Daily mean water level,2023-11-25,272.5664,1.1958009e-06,-0.000682842,0.0031203765,0.4879349
2023-11-26 01:00:00,141,cm,Daily mean water level,2023-11-26,270.47412,6.5922013e-06,-0.00034552137,0.002098273,0.47729546
2023-11-27 01:00:00,138,cm,Daily mean water level,2023-11-27,273.95947,6.644774e-05,-0.00045364513,0.007325746,0.4746421
2023-11-28 01:00:00,143,cm,Daily mean water level,2023-11-28,268.5813,0.00013961636,-0.00038558245,0.006670866,0.4982093
2023-11-29 01:00:00,146,cm,Daily mean water level,2023-11-29,271.40088,1.1633239e-07,-0.00042630313,4.0531086e-05,0.49008542
2023-11-30 01:00:00,138,cm,Daily mean water level,2023-11-30,273.55542,0.0001145289,-3.5724195e-05,0.01325712,0.48124146
2023-12-01 01:00:00,143,cm,Daily mean water level,2023-12-01,271.8628,0.00019210552,-6.583604e-05,0.014986027,0.5132325
2023-12-02 01:00:00,144,cm,Daily mean water level,2023-12-02,264.90137,0.0,-0.00027046446,0.0045512654,0.49274915
2023-12-03 01:00:00,136,cm,Daily mean water level,2023-12-03,264.13184,0.0,-4.0975036e-05,1.4433861e-05,0.48343623
2023-12-04 01:00:00,132,cm,Daily mean water level,2023-12-04,271.22266,0.0,-0.00013935924,0.0012720034,0.4790638
2023-12-05 01:00:00,130,cm,Daily mean water level,2023-12-05,273.98096,7.049533e-05,-0.00027178926,0.0030916831,0.47561473
2023-12-06 01:00:00,131,cm,Daily mean water level,2023-12-06,271.1106,6.759375e-05,-0.000156844,0.0016454319,0.49526405
2023-12-07 01:00:00,130,cm,Daily mean water level,2023-12-07,269.98926,5.984055e-06,-6.0984385e-05,2.0170282e-06,0.49027497
2023-12-08 01:00:00,128,cm,Daily mean water level,2023-12-08,274.99658,0.00025577703,3.169036e-05,0.0053139143,0.48227376
2023-12-09 01:00:00,136,cm,Daily mean water level,2023-12-09,278.72266,0.0019743615,0.0004085442,0.012794018,0.5100453
2023-12-10 01:00:00,211,cm,Daily mean water level,2023-12-10,279.56348,0.00035737967,-0.0004988259,0.0025719274,0.44234705
2023-12-11 01:00:00,234,cm,Daily mean water level,2023-12-11,278.24976,0.000628188,-0.00015040257,0.005701259,0.50673026
2023-12-12 01:00:00,251,cm,Daily mean water level,2023-12-12,279.82812,0.0003877813,-0.00037104706,0.011478022,0.4709623
2023-12-13 01:00:00,292,cm,Daily mean water level,2023-12-13,276.2964,5.8011836e-05,-0.0006150333,0.0022306016,0.49461746
2023-12-14 01:00:00,294,cm,Daily mean water level,2023-12-14,275.2588,0.000102666265,-0.00039037853,0.0038161126,0.48827696
2023-12-15 01:00:00,246,cm,Daily mean water level,2023-12-15,275.0337,1.4305078e-05,-0.00045413873,0.000802326,0.4944492
2023-12-16 01:00:00,208,cm,Daily mean water level,2023-12-16,272.19336,6.9258715e-07,-0.0003603862,8.658406e-06,0.48271132
2023-12-17 01:00:00,184,cm,Daily mean water level,2023-12-17,275.0254,4.8481144e-07,-0.00016962441,1.7106531e-06,0.4745347
2023-12-18 01:00:00,167,cm,Daily mean water level,2023-12-18,272.24536,4.017021e-07,-0.00020490258,1.7046923e-06,0.46968174
2023-12-19 01:00:00,158,cm,Daily mean water level,2023-12-19,274.7124,3.7334723e-07,-0.00032201014,8.5388865e-06,0.46592945
2023-12-20 01:00:00,153,cm,Daily mean water level,2023-12-20,274.229,9.180387e-05,-0.0005490759,0.0052158795,0.46206164
2023-12-21 01:00:00,151,cm,Daily mean water level,2023-12-21,277.9922,0.00031236256,-0.0011196276,0.011095546,0.4814865
2023-12-22 01:00:00,183,cm,Daily mean water level,2023-12-22,277.13623,0.00046396744,-0.0011959602,0.013244219,0.4964071
2023-12-23 01:00:00,251,cm,Daily mean water level,2023-12-23,276.61206,0.00010406229,-0.0012841085,0.0044014044,0.46823955
2023-12-24 01:00:00,255,cm,Daily mean water level,2023-12-24,280.03857,0.00011701934,-0.0012558901,0.0047582984,0.4887904
2023-12-25 01:00:00,209,cm,Daily mean water level,2023-12-25,277.01733,9.48847e-07,-0.00056289556,3.633507e-05,0.49453932
2023-12-26 01:00:00,179,cm,Daily mean water level,2023-12-26,277.30298,1.4848301e-06,-0.0003565573,8.496645e-05,0.4785502
2023-12-27 01:00:00,164,cm,Daily mean water level,2023-12-27,274.39233,3.9336378e-08,-0.0002874392,1.4581829e-06,0.4720149
2023-12-28 01:00:00,155,cm,Daily mean water level,2023-12-28,278.0122,8.11511e-05,-0.0005264082,0.0035936292,0.46731013
2023-12-29 01:00:00,149,cm,Daily mean water level,2023-12-29,278.03223,7.8731255e-06,-0.0006233605,0.0005017065,0.49132448
2023-12-30 01:00:00,144,cm,Daily mean water level,2023-12-30,274.47314,3.2742997e-07,-0.000304905,2.151358e-05,0.47565836
